URL,Name,Description,Image_URL,Image_Name,Price
https://www.sunrom.com/p/200r-preset-3362-p-201,200R Preset 3362 P-201,"Single turn, Sealed",https://www.sunrom.com/img/p/1780/1780_800.jpg,1780_800.jpg,$16.67 
https://www.sunrom.com/p/qfp32-pqfp32-tqfp32-05mm-body-5x5mm-7x7mm-with-pins-zif-socket,QFP32 PQFP32 TQFP32 - 0.5mm - Body 5x5mm (7x7mm with Pins) - ZIF Socket,Easily remove and insert Integrated Circuits for testing and programming,https://www.sunrom.com/img/p/1618/1618_800.jpg,1618_800.jpg,$20.14 
https://www.sunrom.com/p/stm32f407vet6-m4-development-board,STM32F407VET6 M4 Development Board,"STM32F407VET6 ARM Cortex-M4 168 MHz, 512K Flash, 192K SRAM, Chip has USB, Ethernet & Camera Interface",https://www.sunrom.com/img/p/2391/2391_800.jpg,2391_800.jpg,$17.36 
https://www.sunrom.com/p/st-link-v2,ST-Link V2,Debug and Programming of ARM STM8 STM32,https://www.sunrom.com/img/p/958/958_800.jpg,/958_800.jpg,$9.44 
https://www.sunrom.com/p/qfp64-tqfp64-05mm-body-10x10mm-12x12mm-with-pins-zif-socket,QFP64 TQFP64 - 0.5mm - Body 10x10mm (12x12mm with Pins) - ZIF Socket,Easily remove and insert Integrated Circuits for testing and programming,https://www.sunrom.com/img/p/1621/1621_800.jpg,1621_800.jpg,$12.49 
https://www.sunrom.com/p/10mm-spacer-for-3mmt-1-5mmt-1-34-leds,10mm Spacer for 3mm(T-1) & 5mm(T-1 3/4) LEDs,Provides consistent height to LEDs in production Saves time achieving perfectly vertical LEDs at specific height,https://www.sunrom.com/img/p/1697/1697_800.jpg,1697_800.jpg,$1.04 
https://www.sunrom.com/p/pg16-black-nylon-cable-gland-for-cable-dia-11-14mm,PG16 Black Nylon Cable Gland for Cable Dia 11-14mm,"Designed to attach and secure the entering of an electrical cable to the equipment These glands are waterproof, easy to assemble and offer good strain relief with wide clamping range.",https://www.sunrom.com/img/p/2309/2309_800.jpg,2309_800.jpg,$34.72 
https://www.sunrom.com/p/rda5807m-msop10-i2c-fm-receiver-ic,RDA5807M MSOP10 I2C FM Receiver IC,Low Cost & Easy to use FM receiver IC with Digital Control over I2C,https://www.sunrom.com/img/p/2087/2087_800.jpg,2087_800.jpg,$48.61 
https://www.sunrom.com/p/white-knob-for-6mm-shaft-encoders-pots,White Knob for 6MM Shaft Encoders & Pots,"Press Fit, Perfect Fitting, High Quality Knob suitable for Volume Controls and Rotary Encoders",https://www.sunrom.com/img/p/2012/2012_800.jpg,2012_800.jpg,$11.11 
https://www.sunrom.com/p/red-round-cap-for-omron-b3f-series-switches,Red Round Cap for Omron B3F Series Switches,"Press fit, Suitable for enclosure, Photo is shown with switch for demo, Switch is not included with the cap.",https://www.sunrom.com/img/p/1329/1329_800.jpg,1329_800.jpg,$4.17 
https://www.sunrom.com/p/sw520d-sw-520d-tilt-sensor,SW520D SW-520D Tilt Sensor,Contact comes ON or OFF based on sensor position vertical or horizontal,https://www.sunrom.com/img/p/1782/1782_800.jpg,1782_800.jpg,$12.50 
https://www.sunrom.com/p/blue-05-sq-mm-wire-ferrule,Blue 0.5 sq. mm Wire Ferrule,Great for crimping wire ends and terminating to screw terminals.,https://www.sunrom.com/img/p/2166/2166_800.jpg,2166_800.jpg,$1.74 
https://www.sunrom.com/p/m38-bluetooth-audio-module-power-from-micro-usb-audio-amplifier-5w5w,M38 Bluetooth audio module - Power from Micro USB + Audio Amplifier 5W+5W,"Easily Connect to Bluetooth Device like Android Phone or TV having bluetooth transmit option for wireless transfer of Audio, Useful in making wireless speakers. This is a audio receive only module.",https://www.sunrom.com/img/p/1918/1918_800.jpg,1918_800.jpg,$4.65 
https://www.sunrom.com/p/laser-diode-5mw-650nm-red,Laser Diode - 5mW 650nm Red,5V operated Laser Diode module,https://www.sunrom.com/img/p/344/344_800.jpg,/344_800.jpg,$37.50 
https://www.sunrom.com/p/usb-rs232-isolated-converter-industrial-grade,USB - RS232 Isolated Converter Industrial Grade,"Plugs in USB on PC and provides new Isolated UART of RS232 level for external device interfacing. Industrial grade, LED indicators, Wall & Panel mountable, USB 2.0",https://www.sunrom.com/img/p/1151/1151_800.jpg,1151_800.jpg,$17.36 
https://www.sunrom.com/p/at24c512-soic8-i2c-eeprom,AT24C512 - SOIC8 - I2C EEPROM,65536 bytes I2C memory chip,https://www.sunrom.com/img/p/1245/1245_800.jpg,1245_800.jpg,$66.67 
https://www.sunrom.com/p/40-pin-zif-socket,40 pin ZIF Socket,"Useful in programming, development and testing for quickly inserting and removing ICs without damaging its pins. Suitable for DIP ICs from 8 to 40 pins. Universal type. Gold Plated. Easily remove and insert Integrated Circuits for testing and programming",https://www.sunrom.com/img/p/897/897_800.jpg,/897_800.jpg,$1.04 
https://www.sunrom.com/p/blue-15-sq-mm-wire-ferrule,Blue 1.5 sq. mm Wire Ferrule,Great for crimping wire ends and terminating to screw terminals.,https://www.sunrom.com/img/p/2220/2220_800.jpg,2220_800.jpg,$2.78 
https://www.sunrom.com/p/breakout-pcb-for-esp32-esp-32s,Breakout PCB for ESP32 ESP-32S,"Switches for GPIO0 and Reset, All pins labeled at back side ESP32 is a series of low-cost, low-power system on a chip microcontrollers with integrated Wi-Fi and dual-mode Bluetooth.",https://www.sunrom.com/img/p/2382/2382_800.jpg,2382_800.jpg,$1.04 
https://www.sunrom.com/p/pam8403-soic16,PAM8403 - SOIC16,Stereo Audio Amplifier 2x3W,https://www.sunrom.com/img/p/1235/1235_800.jpg,1235_800.jpg,$25.00 
https://www.sunrom.com/p/2p-housing-jst-vh-396mm,2P Housing JST VH 3.96mm,"Sunrom Electronics & Sunrom Technologies are two companies, that are the 
                foremost online e-commerce stores since 2004, providing innovative embedded systems, components & 
                services. Our aim is to empower you to Make In India. 
                We work closely with electronics manufacturing companies & individuals to understand & solve the challenges 
                faced during production. We do not just sell things, We use them ourselves in our products,
                and provide you with high quality tested components for trouble free experience.",https://www.sunrom.com/img/p/1447/1447_800.jpg,1447_800.jpg,$2.78 
https://www.sunrom.com/p/10k-103-l-15mm-rotary-potentiometer-volume-control,10K (103) L=15mm Rotary Potentiometer (Volume Control),"Variable Resister, Potentiometer, Linear, B Type potentiometer",https://www.sunrom.com/img/p/1454/1454_800.jpg,1454_800.jpg,$16.67 
https://www.sunrom.com/p/thermal-conductive-silicone-heat-sink-compoundpastegrease-anabond-652-652c-50gm,Thermal Conductive Silicone Heat Sink Compound/Paste/Grease Anabond 652 652C 50gm,Apply between device and its heat sink to create effective heat transfer Aluminum Material takes heat away from devices,https://www.sunrom.com/img/p/2082/2082_800.jpg,2082_800.jpg,$1.18 
https://www.sunrom.com/p/7d471k-varistor-mov-for-220v-ac,7D471K - Varistor MOV for 220V AC,Protect electronics against high voltage spikes and surges The Metal Oxide Varistor protects various types of electronic devices from switching and induced lightning surges.,https://www.sunrom.com/img/p/1272/1272_800.jpg,1272_800.jpg,$6.25 
https://www.sunrom.com/p/40x1-female-header-strip,40x1 Female Header Strip,"2.54mm Pitch, Can cut as per requirement and use.",https://www.sunrom.com/img/p/1044/1044_800.jpg,1044_800.jpg,$13.89 
https://www.sunrom.com/p/ldr-photosensitive-resistor-waterproof-gl5528-jst-ph-20mm-2p,LDR - Photosensitive Resistor - Waterproof - GL5528 - JST PH 2.0mm 2P,Its resistance changes with level of light falling on it.,https://www.sunrom.com/img/p/1713/1713_800.jpg,1713_800.jpg,$34.72 
https://www.sunrom.com/p/rs232-ttl-module-max3232,RS232-TTL module MAX3232 ,Convert levels of RS232(+12V/-12V) to TTL(3V/5V) UART easily with this bidirectional level converter suitable for baud rates up to 115 Kbps.,https://www.sunrom.com/img/p/670/670_800.jpg,/670_800.jpg,$0.69 
https://www.sunrom.com/p/3p-housing-jst-vh-396mm,3P Housing JST VH 3.96mm,"Sunrom Electronics & Sunrom Technologies are two companies, that are the 
                foremost online e-commerce stores since 2004, providing innovative embedded systems, components & 
                services. Our aim is to empower you to Make In India. 
                We work closely with electronics manufacturing companies & individuals to understand & solve the challenges 
                faced during production. We do not just sell things, We use them ourselves in our products,
                and provide you with high quality tested components for trouble free experience.",https://www.sunrom.com/img/p/1468/1468_800.jpg,1468_800.jpg,$4.17 
https://www.sunrom.com/p/black-15-sq-mm-wire-ferrule,Black 1.5 sq. mm Wire Ferrule,Great for crimping wire ends and terminating to screw terminals.,https://www.sunrom.com/img/p/2222/2222_800.jpg,2222_800.jpg,$2.78 
https://www.sunrom.com/p/red-25-sq-mm-copper-wire---insulated-pvc-cable---1-meter,Red 2.5 Sq. mm Copper Wire - Insulated PVC Cable - 1 Meter,"Can handle maximum 4800 Watts (240V x 24A), Flame Retardant (FR) Cable, Buy 90 meters if want full reel PVC Insulated Copper Wires",https://www.sunrom.com/img/p/2243/2243_800.jpg,2243_800.jpg,$48.61 
https://www.sunrom.com/p/flame-sensor-5mm-ir-diode-yg1006,Flame Sensor - 5mm IR Diode - YG1006,Fire source detection,https://www.sunrom.com/img/p/1722/1722_800.jpg,1722_800.jpg,$16.67 
https://www.sunrom.com/p/omnidirectional-electret-condenser-microphone-6x27mm-with-pins-6027-capacitive-sensitivity-60db,Omnidirectional Electret Condenser Microphone 6x2.7mm with pins - 6027 - Capacitive - Sensitivity -60db,"Low Profile, Easy to mount on PCB due to pre-soldered pins, Low cost, Good quality, Distance between pins is 1.9mm",https://www.sunrom.com/img/p/1711/1711_800.jpg,1711_800.jpg,$16.67 
https://www.sunrom.com/p/terminal-2p-508mm-pluggable-straight,Terminal 2P 5.08mm Pluggable Straight,"Screw terminal, Pluggable, Straight male+female in 5.08mm pitch",https://www.sunrom.com/img/p/1077/1077_800.jpg,1077_800.jpg,$27.78 
https://www.sunrom.com/p/cp2102-usb-ttl-uart-module,USB-TTL UART Module - CP2102,"Communicate your PC with microcontroller easily. Direct 5V/3V level UART(RX/TX) pins, Create virtual serial COM port on PC.",https://www.sunrom.com/img/p/766/766_800.jpg,/766_800.jpg,$5.21 
https://www.sunrom.com/p/limit-switch-big-short-lever,Limit Switch Big - Short Lever,"Limit switch also know as micro switch. In 3D Printing, RepRap, CNC, Automation, these switches are used as End Stops.",https://www.sunrom.com/img/p/1482/1482_800.jpg,1482_800.jpg,$51.39 
https://www.sunrom.com/p/yellow-knob-for-6mm-shaft-encoders-pots,Yellow Knob for 6MM Shaft Encoders & Pots,"Press Fit, Perfect Fitting, High Quality Knob suitable for Volume Controls and Rotary Encoders",https://www.sunrom.com/img/p/2013/2013_800.jpg,2013_800.jpg,$11.11 
https://www.sunrom.com/p/sim-card-holder-6-pin-flip-open-metal-hinge,SIM Card Holder - 6 pin - Flip Open - Metal Hinge,Suitable for mini SIM card size 25x15mm,https://www.sunrom.com/img/p/1706/1706_800.jpg,1706_800.jpg,$16.67 
https://www.sunrom.com/p/red-square-cap-for-omron-b3f-series-switches,Red Square Cap for Omron B3F Series Switches,"Press fit, Suitable for enclosure, Optional Transparent Cover available for switch labelling. Photo is shown with switch for demo, Switch is not included with the cap.",https://www.sunrom.com/img/p/1339/1339_800.jpg,1339_800.jpg,$2.78 
